SANGER SAMPLE ID,SANGER PLATE ID,WELL,SUPPLIER SAMPLE NAME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for EGA),PHENOTYPE (required for EGA),V33,Study ID,Lane Name,Cycles,Reads,Bases,Map Type,Reference,Reference Size,Mapper,Mapstats ID,Mapped %,Paired %,Mean Insert Size,Depth of Coverage,Depth of Coverage sd,Adapter %,Transposon %,Genome Covered,Duplication Rate,Error Rate,NPG QC,Manual QC,No. Het SNPs,% Het SNPs (Total Genome),% Het SNPs (Genome Covered),% Het SNPs (Total No. of SNPs),QC Pipeline,Mapping Pipeline,Archiving Pipeline,SNP Calling Pipeline,RNASeq Pipeline,Assembly Pipeline,Annotation Pipeline,percent_pneumo
pneuDEEP7564249,DN532018W,B11,09B03551,,97.5,444.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03551,NA,NA,5000,27689_4#90,151,4863410,734374910,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371135,86.4,85.6,469.9,285.6,199.15,0,NA,86.69,0.0014,0.012,pass,pending,179,0.01,0.01,1.81,Done,-,Done,-,-,Done,Done,95.41
pneuDEEP7564250,DN532018W,C11,09B03630,,97.5,110.1,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03630,NA,NA,5000,27644_5#9,151,5005040,755761040,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342986,75.6,74.9,491.6,257.11,155.54,0.1,NA,87.55,0.0012,0.012,pass,pending,135,0.01,0.01,1.56,Done,-,Done,-,-,Done,Done,86
pneuDEEP7564251,DN532018W,D11,09B03717,,97.5,928.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03717,NA,NA,5000,27689_4#92,151,4960046,748966946,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371138,86.7,86,467.6,292.39,147.28,0,NA,91.06,0.001,0.012,pass,pending,254,0.01,0.01,2.56,Done,-,Done,-,-,Done,Done,93.34
pneuDEEP7564254,DN532018W,G11,09B03941,,97.5,571.6,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03941,NA,NA,5000,27689_4#94,151,4960358,749014058,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371141,80.6,79.7,488.7,271.81,145.74,0,NA,89.92,0.0012,0.012,pass,pending,449,0.02,0.02,4.4,Done,-,Done,-,-,Done,Done,90.36
pneuDEEP7564257,DN532018W,B12,09B03555,,97.5,12,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03555,NA,NA,5000,27644_5#17,151,4454622,672647922,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342998,72.3,71.5,486.2,218.76,106.26,0.1,NA,90.51,0.001,0.014,pass,pending,2305,0.1,0.12,20.84,Done,-,Done,-,-,Done,Done,82.53
pneuDEEP7564258,DN532018W,C12,09B03651,,97.5,717.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03651,NA,NA,5000,27689_4#96,151,4829368,729234568,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371144,85.7,84.9,473.4,281.12,175.84,0,NA,86.44,0.0012,0.011,pass,pending,176,0.01,0.01,1.9,Done,-,Done,-,-,Done,Done,91.91
pneuDEEP7564259,DN532018W,D12,09B03723,,97.5,382.9,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03723,NA,NA,5000,27689_4#98,151,4330678,653932378,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371147,89.5,88.5,497.5,263.4,128.04,0.1,NA,90.33,0.0014,0.012,pass,pending,578,0.03,0.03,5.43,Done,-,Done,-,-,Done,Done,94.14
pneuDEEP7564260,DN532018W,E12,09B03786,,97.5,265.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03786,NA,NA,5000,27689_4#100,151,4931964,744726564,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371150,82.1,81.4,476.5,275.24,133.7,0.1,NA,88.93,0.0012,0.012,pass,pending,144,0.01,0.01,1.42,Done,-,Done,-,-,Done,Done,93.44
pneuDEEP7564261,DN532018W,F12,09B03851,,97.5,1013,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03851,NA,NA,5000,27689_4#102,151,4285680,647137680,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371153,75.4,74.5,480.7,219.3,126.06,0.1,NA,84.99,0.0014,0.015,pass,pending,286,0.01,0.02,2.5,Done,-,Done,-,-,Done,Done,79.28
pneuDEEP7564264,DN532019A,A1,SMRU,,97.5,3.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04076,NA,NA,5000,27689_4#104,151,4246344,641197944,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371156,81.4,80.6,462.4,234.96,134.34,0.1,NA,88.87,0.0014,0.012,pass,pending,254,0.01,0.01,2.5,Done,-,Done,-,-,Done,Done,90.73
pneuDEEP7564265,DN532019A,B1,SMRU,,97.5,447.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04191,NA,NA,5000,28157_1#102,151,5300966,800445866,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2420861,88.7,87.9,443.5,319.52,169.92,0,NA,89.05,8e-04,0.014,pass,pending,284,0.01,0.01,2.89,Done,-,Done,-,-,Done,Done,95.27
pneuDEEP7564266,DN532019A,C1,SMRU,,97.5,944.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04250,NA,NA,5000,28157_1#103,151,6274056,947382456,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2420866,80.9,80.1,430.7,344.88,171.54,0.1,NA,86.88,9e-04,0.013,pass,pending,219,0.01,0.01,2.28,Done,-,Done,-,-,Done,Done,92.65
pneuDEEP7564267,DN532019A,D1,SMRU,,97.5,18.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04329,NA,NA,5000,27689_4#106,151,4574108,690690308,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371159,86.2,85.5,456.7,267.9,186.84,0,NA,86.54,0.0014,0.011,pass,pending,206,0.01,0.01,2.11,Done,-,Done,-,-,Done,Done,94.96
pneuDEEP7564268,DN532019A,E1,SMRU,,97.5,127.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04438,NA,NA,5000,28157_1#106,151,4965134,749735234,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2420873,85.6,84.7,457.8,288.96,140.42,0.1,NA,89.13,0.001,0.015,pass,pending,1386,0.06,0.07,12.97,Done,-,Done,-,-,Done,Done,91.69
pneuDEEP7564269,DN532019A,F1,SMRU,,97.5,14.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04477,NA,NA,5000,27689_4#108,151,4871848,735649048,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371162,80.6,80,472.3,266.84,128.03,0.1,NA,87.66,0.001,0.012,pass,pending,205,0.01,0.01,2.05,Done,-,Done,-,-,Done,Done,87.37
pneuDEEP7564270,DN532019A,G1,SMRU,,97.5,75.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04534,NA,NA,5000,27689_4#110,151,5371040,811027040,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371165,89,88.3,469.8,324.72,147.44,0,NA,91.21,8e-04,0.012,pass,pending,3694,0.17,0.19,31.01,Done,-,Done,-,-,Done,Done,92.7
pneuDEEP7564271,DN532019A,H1,SMRU,,97.5,15.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04631,NA,NA,5000,27689_4#112,151,4872198,735701898,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371168,75.2,74.6,452.4,249.06,184.1,0.1,NA,88.3,0.0013,0.013,pass,pending,753,0.03,0.04,7.51,Done,-,Done,-,-,Done,Done,83.16
pneuDEEP7564272,DN532019A,A2,SMRU,,97.5,216.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04082,NA,NA,5000,27689_4#114,151,5335398,805645098,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371171,83,82.5,450,301.12,141.84,0,NA,88.84,8e-04,0.012,pass,pending,182,0.01,0.01,1.83,Done,-,Done,-,-,Done,Done,92.66
pneuDEEP7564273,DN532019A,B2,SMRU,,97.5,40.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04194,NA,NA,5000,27689_4#116,151,4430532,669010332,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371174,84.4,83.7,479.8,254.22,174.42,0,NA,86.59,0.0014,0.012,pass,pending,169,0.01,0.01,1.76,Done,-,Done,-,-,Done,Done,92.28
pneuDEEP7564274,DN532019A,C2,SMRU,,97.5,260.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04272,NA,NA,5000,28157_1#107,151,4803018,725255718,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2420880,79.4,78.6,448.8,259.21,132.3,0,NA,89.13,0.001,0.014,pass,pending,166,0.01,0.01,1.7,Done,-,Done,-,-,Done,Done,88.72
pneuDEEP7564277,DN532019A,F2,SMRU,,97.5,200.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04478,NA,NA,5000,28157_1#110,151,5256708,793762908,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2420887,84.3,83.5,458.3,300.93,160.79,0,NA,91.68,9e-04,0.014,pass,pending,405,0.02,0.02,3.95,Done,-,Done,-,-,Done,Done,89.82
pneuDEEP7564280,DN532019A,A3,SMRU,,97.5,140.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04087,NA,NA,5000,27689_4#120,151,4852132,732671932,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371180,79.9,79.3,453.1,263.55,142.66,0.1,NA,89.75,0.0011,0.012,pass,pending,7064,0.32,0.36,53.29,Done,-,Done,-,-,Done,Done,86.63
pneuDEEP7564281,DN532019A,B3,SMRU,,97.5,1129.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04196,NA,NA,5000,28157_1#112,151,5739358,866643058,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2420892,74.2,73.2,460.7,288.96,169.28,0.1,NA,83.42,0.001,0.018,pass,pending,274,0.01,0.02,2.42,Done,-,Done,-,-,Done,Done,78.61
pneuDEEP7564282,DN532019A,C3,SMRU,,97.5,382.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04283,NA,NA,5000,28157_1#114,151,4508334,680758434,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421120,85.4,84.4,494.1,261.84,132.3,0.1,NA,86.72,0.0011,0.015,pass,pending,299,0.01,0.02,2.96,Done,-,Done,-,-,Done,Done,94.1
pneuDEEP7564283,DN532019A,D3,SMRU,,97.5,388.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04335,NA,NA,5000,28157_1#116,151,5946326,897895226,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421123,82.8,82.1,423.7,334.8,164.32,0.1,NA,90.38,8e-04,0.014,pass,pending,7705,0.35,0.39,55.62,Done,-,Done,-,-,Done,Done,91.37
pneuDEEP7564286,DN532019A,G3,SMRU,,97.5,124,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04550,NA,NA,5000,27689_4#126,151,4773824,720847424,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371189,80.8,79.9,474.8,262.22,171.64,0.1,NA,90.36,0.0012,0.012,pass,pending,261,0.01,0.01,2.59,Done,-,Done,-,-,Done,Done,86.21
pneuDEEP7564288,DN532019A,A4,SMRU,,97.5,375.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04089,NA,NA,5000,28157_1#120,151,6505718,982363418,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421132,80.4,79.4,443.2,355.41,167.31,0.1,NA,90.24,0.001,0.014,pass,pending,308,0.01,0.02,2.94,Done,-,Done,-,-,Done,Done,89.74
pneuDEEP7564289,DN532019A,B4,SMRU,,97.5,1.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04204,NA,NA,5000,27689_4#128,151,4417252,667005052,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371192,81.6,81,413.6,245.04,119.76,0.1,NA,87.98,0.0015,0.011,pass,pending,260,0.01,0.01,2.65,Done,-,Done,-,-,Done,Done,92.35
pneuDEEP7564290,DN532019A,C4,SMRU,,97.5,393.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04285,NA,NA,5000,27689_4#130,151,4710816,711333216,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371195,88.8,88.2,441,284.41,146.79,0.1,NA,88.75,9e-04,0.011,pass,pending,197,0.01,0.01,1.95,Done,-,Done,-,-,Done,Done,93.96
pneuDEEP7564291,DN532019A,D4,SMRU,,97.5,307.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04352,NA,NA,5000,28157_1#122,151,5208924,786547524,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421138,86.7,85.8,448.6,306.81,161.63,0.1,NA,91.08,8e-04,0.014,pass,pending,8514,0.38,0.43,59.57,Done,-,Done,-,-,Done,Failed (16-02-2019),90.11
pneuDEEP7564292,DN532019A,E4,SMRU,,97.5,114.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04442,NA,NA,5000,28157_1#124,151,5224700,788929700,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421141,86.7,85.8,453.9,307.86,218.19,0,NA,86.39,0.0012,0.014,pass,pending,187,0.01,0.01,1.89,Done,-,Done,-,-,Done,Done,94.81
pneuDEEP7564293,DN532019A,F4,SMRU,,97.5,161,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04492,NA,NA,5000,28157_1#126,151,5488436,828753836,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421147,85.1,84.2,444.9,317.52,186.72,0.1,NA,88.88,9e-04,0.014,pass,pending,235,0.01,0.01,2.37,Done,-,Done,-,-,Done,Done,90.56
pneuDEEP7564294,DN532019A,G4,SMRU,,97.5,379.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04552,NA,NA,5000,28157_1#128,151,5255590,793594090,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421150,84.9,84.1,453.7,303.45,130.27,0.1,NA,91.37,8e-04,0.014,pass,pending,9502,0.43,0.48,63.02,Done,-,Done,-,-,Done,Done,91.9
pneuDEEP7564297,DN532019A,B5,SMRU,,97.5,234.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04205,NA,NA,5000,28157_1#130,151,4811380,726518380,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421153,79.6,78.6,474.6,260.4,137.83,0.1,NA,90.37,0.001,0.015,pass,pending,264,0.01,0.01,2.65,Done,-,Done,-,-,Done,Done,88.7
pneuDEEP7564299,DN532019A,D5,SMRU,,97.5,47.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04360,NA,NA,5000,27689_4#134,151,4649244,702035844,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371201,87.9,87.2,460,277.9,143.29,0.1,NA,86.9,0.001,0.011,pass,pending,156,0.01,0.01,1.6,Done,-,Done,-,-,Done,Done,93.6
pneuDEEP7564300,DN532019A,E5,SMRU,,97.5,566.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04444,NA,NA,5000,28157_1#132,151,5820672,878921472,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421159,85.9,85.1,413.7,339.76,167.04,0.2,NA,88.73,8e-04,0.013,pass,pending,237,0.01,0.01,2.35,Done,-,Done,-,-,Done,Done,92.83
pneuDEEP7564303,DN532019A,H5,SMRU,,97.5,121.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04642,NA,NA,5000,27689_4#136,151,4872116,735689516,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371204,85.2,84.6,463.9,282.17,138.18,0,NA,89.27,0.0011,0.012,pass,pending,592,0.03,0.03,5.96,Done,-,Done,-,-,Done,Done,91.02
pneuDEEP7564304,DN532019A,A6,SMRU,,97.5,6.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04103,NA,NA,5000,27689_4#138,151,5076318,766524018,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371207,78.3,77.7,437.9,269.99,131.95,0.1,NA,91.63,0.001,0.012,pass,pending,9029,0.41,0.45,62.23,Done,-,Done,-,-,Done,Done,85.44
pneuDEEP7564305,DN532019A,B6,SMRU,,97.5,217.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04219,NA,NA,5000,28157_1#134,151,4858462,733627762,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421165,86.8,85.9,466.8,286.72,153.09,0,NA,86.67,9e-04,0.014,pass,pending,288,0.01,0.02,2.9,Done,-,Done,-,-,Done,Done,94.31
pneuDEEP7564306,DN532019A,C6,SMRU,,97.5,564.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04296,NA,NA,5000,28157_1#136,151,5390906,814026806,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421168,85.8,84.9,436.7,314.24,229.28,0,NA,86.43,0.0013,0.014,pass,pending,201,0.01,0.01,2.05,Done,-,Done,-,-,Done,Done,94.05
pneuDEEP7564307,DN532019A,D6,SMRU,,97.5,186.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04369,NA,NA,5000,28157_1#137,151,3984512,601661312,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421174,82.4,81.3,476.2,223.02,110.52,0.1,NA,87.97,0.001,0.015,pass,pending,308,0.01,0.02,3.12,Done,-,Done,-,-,Done,Done,91.16
pneuDEEP7564308,DN532019A,E6,SMRU,,97.5,376.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04448,NA,NA,5000,28157_1#140,151,4477566,676112466,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421177,82.6,81.6,461.7,251.22,180.42,0,NA,86.69,0.0014,0.015,pass,pending,203,0.01,0.01,2.05,Done,-,Done,-,-,Done,Done,93.37
pneuDEEP7564309,DN532019A,F6,SMRU,,97.5,212.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04503,NA,NA,5000,28157_1#141,151,4438254,670176354,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421181,86.3,85.2,482.5,260.22,129.9,0,NA,86.9,0.0013,0.015,pass,pending,236,0.01,0.01,2.39,Done,-,Done,-,-,Done,Done,94.14
pneuDEEP7564310,DN532019A,G6,SMRU,,97.5,160.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04608,NA,NA,5000,27689_4#140,151,4914228,742048428,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371210,90.4,89.7,472.9,302.05,140.21,0.1,NA,88.23,0.001,0.012,pass,pending,146,0.01,0.01,1.44,Done,-,Done,-,-,Done,Done,94.96
pneuDEEP7564311,DN532019A,H6,SMRU,,97.5,248.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04655,NA,NA,5000,28157_1#144,151,4522896,682957296,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2421186,86,85.1,457.6,264.36,118.38,0.1,NA,89.67,0.0011,0.014,pass,pending,193,0.01,0.01,1.91,Done,-,Done,-,-,Done,Done,91.11
pneuDEEP7564312,DN532019A,A7,SMRU,,97.5,205.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B04104,NA,NA,5000,28157_1#146,151,5029258,759417958,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424240,86.3,85.4,471.1,294.91,148.12,0,NA,89.76,0.0011,0.015,pass,pending,303,0.01,0.02,2.99,Done,-,Done,-,-,Done,Done,93.81
